script,grapheme,IPA,comment,source,omniglot
Hän,nj,ⁿʤ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,o,o,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,oo,o:,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,oy,oj,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,r,ɽ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,rh,ɽ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,s,s,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,sh,ʃ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,sr,ʂ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,t,t,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,t',t',NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,th,θ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tl,tł,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tl',tł',NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tr,ʈ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tr',ʈ',NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,ts,ts,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,ts',ts',NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tth,t,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,tth',t',NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,u,u,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,uu,u:,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,w,w,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,wh,ʍ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,y,j,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,yh,j̥,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,z,z,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,zh,ʒ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,zr,ʐ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Hän,’,ʔ,NA,Marlow 1997,https://www.omniglot.com/writing/han.htm
Ahtna,a,ɐ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,e,ɛ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,i,ɪ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,o,ɔ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,u,ʊ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,aa,ɑː,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ae,æ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ii,i:,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,oo,o:,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,uu,u:,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,b,p,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,c,kʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,c’,k’,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,d,t,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,dl,tł,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,dz,ts,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,g,k,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,gg,q,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,h,h,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,hw,hʷ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,k,qʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,k’,q’,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ł,ł,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,m,m,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,n,n,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ng,ŋ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,p,pʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,s,s,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,t,tʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,t’,t’,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,tl,tɬʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,tl’,tł’,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ts,tsʰ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,ts’,ts’,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,x,χ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,yh,x,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Ahtna,’,ʔ,NA,Tuttle 2010,https://www.omniglot.com/writing/ahtna.htm
Apache,',ʔ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,A,a,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,a,a,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,B,p,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,b,p,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Ch,t͡ʃʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ch,t͡ʃʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Ch', t͡ʃʼ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ch', t͡ʃʼ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,D,t,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,d,t,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Dl,t͡ɬ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,dl,t͡ɬ],NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Dz,t͡s,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,dz,t͡s,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,E,e,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,e,e,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,G,k,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,g,k,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Gh,ɣ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,gh,ɣ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,H,x,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,h,x,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Hw,ʍ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,hw,ʍ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,I,i,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,i,i,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,J, t͡ʃʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,j, t͡ʃʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,K,kʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,k,kʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,K',k',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,k',k',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,L,l,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,l,l,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Ł,ł,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ł,ł,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,M,m,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,m,m,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,N,n,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,n,n,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,O,o,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,o,o,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,P,pʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,p,pʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,S,s,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,s,s,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Sh,ʃ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,sh,ʃ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,T,tʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,t,tʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,T',t',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,t',t',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Tł,t͡ɬʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,tl,t͡ɬʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Tł',t͡ɬ',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,tł',t͡ɬ',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Ts,t͡sʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ts,t͡sʰ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Ts',t͡s',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ts',t͡s',NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,U,u,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,u,u,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,W,w,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,w,w,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Y,j,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,y,j,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Z,z,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,z,z,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,Zh,ʒ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,zh,ʒ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,aa,a:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ą,ã,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ąą,ã:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ee,e:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ę,ẽ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ęę,ẽ:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ii,i:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,į,ĩ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,įį,ĩ:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,oo,o:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ǫ,õ,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Apache,ǫǫ,õ:,NA,"Hoijer 1970, 56-66.",https://www.omniglot.com/writing/apache.htm
Beaver,A,ɜ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,a,ɜ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Aa,a,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,aa,a,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ą,ɜ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ą,ɜ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ąą,ã,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ąą,ã,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ae,ae,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ae,ae,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ai,ai,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ai,ai,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,B,p,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,b,p,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ch,tʃʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ch,tʃʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ch',tʃ',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ch',tʃ',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,D,t,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,d,t,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Dl,tɬ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,dl,tɬ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Dz,ts,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,dz,ts,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,D̲z̲,ts̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,d̲z̲,ts̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,E,e,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,e,e,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ę,ẽ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ę,ẽ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ea,æ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ea,æ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ęą,æ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ęą̨,æ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,G,k,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,g,k,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Gh,ɣ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,gh,ɣ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,H,h,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,h,h,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,H,x,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,h,x,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,I,ɪ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,i,ɪ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ii,i,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ii,i,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,J,tʃ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,j,tʃ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,K,kʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,k,kʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,K',k',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,k',k',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,L,l,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,l,l,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ł,ɬ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ł,ɬ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,M,m,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,m,m,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,N,n,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,n,n,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,O,o,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,o,o,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ǫ,õ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ǫ,õ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,S,s,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,s,s,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,S̲,s̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,s̲,s̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Sh,ʃ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,sh,ʃ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,T,tʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,t,tʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,T',t',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,t',t',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Tl,tɬʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,tl,tɬʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Tl',tɬ',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,tl',tɬ',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ts,tsʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ts,tsʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,T̲s̲,ts̪ʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,t̲s̲,ts̪ʰ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Ts',ts',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ts',ts',NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,T̲s̲’,ts̪ʼ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,t̲s̲’,ts̪ʼ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,U,ʊ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,u,ʊ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Uu,u,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,uu,u,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,W,w,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,w,w,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Wą,wɜ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,wą,wɜ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Waa,wa,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,waa,wa,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Wąą,wã,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,wąą,wã,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,We,we,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,we,we,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Wea,wæ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,wea,wæ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Węą,wæ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,węą,wæ͂,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Wi,wɪ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,wi,wɪ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Wii,wi,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,wii,wi,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Y,j,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,y,j,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Z,z,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,z,z,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Z̲,z̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,z̲,z̪,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,Zh,ʒ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,zh,ʒ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Beaver,ʔ,ʔ,NA,"Randoja 1990, 20-24",https://www.omniglot.com/writing/beaver.htm
Chipewyan,a,a,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ą,ã,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,e,e,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ë,e,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ę,ẽ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ę̈,ẽ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,e,ɛ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ɛ,ɛ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ę,ɛ̃,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ɛ̨,ɛ̃,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,i,ɪ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,į,ĩ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,o,o,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ǫ,õ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,u,u,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ų,ũ,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
Chipewyan,ay,aj,NA,"Li Fang-Kuei, 398-400 c.",https://www.omniglot.com/writing/chipewyan.htm
